1,1,3,2,1,1,True,0.02,True,0.01,True,0.01
2,1,3,2,1,1,True,0.05,True,0.025,True,0.025
3,1,3,2,1,1,True,0.1,True,0.05,True,0.05
4,1,3,2,1,1,True,0.2,True,0.1,True,0.1
5,1,3,2,1,1,True,0.5,True,0.25,True,0.25
6,1,3,2,1,1,True,1,True,0.5,True,0.5
7,1,3,2,1,2,True,0.02,True,0.01,True,0.01
8,1,3,2,1,2,True,0.05,True,0.025,True,0.025
9,1,3,2,1,2,True,0.1,True,0.05,True,0.05
10,1,3,2,1,2,True,0.2,True,0.1,True,0.1
11,1,3,2,1,2,True,0.5,True,0.25,True,0.25
12,1,3,2,1,2,True,1,True,0.5,True,0.5
13,1,3,2,2,1,True,0.02,True,0.01,True,0.01
14,1,3,2,2,1,True,0.05,True,0.025,True,0.025
15,1,3,2,2,1,True,0.1,True,0.05,True,0.05
16,1,3,2,2,1,True,0.2,True,0.1,True,0.1
17,1,3,2,2,1,True,0.5,True,0.25,True,0.25
18,1,3,2,2,1,True,1,True,0.5,True,0.5
19,1,3,2,2,2,True,0.02,True,0.01,True,0.01
20,1,3,2,2,2,True,0.05,True,0.025,True,0.025
21,1,3,2,2,2,True,0.1,True,0.05,True,0.05
22,1,3,2,2,2,True,0.2,True,0.1,True,0.1
23,1,3,2,2,2,True,0.5,True,0.25,True,0.25
24,1,3,2,2,2,True,1,True,0.5,True,0.5
25,2,3,2,1,1,True,0.02,True,0.01,True,0.01
26,2,3,2,1,1,True,0.05,True,0.025,True,0.025
27,2,3,2,1,1,True,0.1,True,0.05,True,0.05
28,2,3,2,1,1,True,0.2,True,0.1,True,0.1
29,2,3,2,1,1,True,0.5,True,0.25,True,0.25
30,2,3,2,1,1,True,1,True,0.5,True,0.5
31,2,3,2,1,2,True,0.02,True,0.01,True,0.01
32,2,3,2,1,2,True,0.05,True,0.025,True,0.025
33,2,3,2,1,2,True,0.1,True,0.05,True,0.05
34,2,3,2,1,2,True,0.2,True,0.1,True,0.1
35,2,3,2,1,2,True,0.5,True,0.25,True,0.25
36,2,3,2,1,2,True,1,True,0.5,True,0.5
37,2,3,2,2,1,True,0.02,True,0.01,True,0.01
38,2,3,2,2,1,True,0.05,True,0.025,True,0.025
39,2,3,2,2,1,True,0.1,True,0.05,True,0.05
40,2,3,2,2,1,True,0.2,True,0.1,True,0.1
41,2,3,2,2,1,True,0.5,True,0.25,True,0.25
42,2,3,2,2,1,True,1,True,0.5,True,0.5
43,2,3,2,2,2,True,0.02,True,0.01,True,0.01
44,2,3,2,2,2,True,0.05,True,0.025,True,0.025
45,2,3,2,2,2,True,0.1,True,0.05,True,0.05
46,2,3,2,2,2,True,0.2,True,0.1,True,0.1
47,2,3,2,2,2,True,0.5,True,0.25,True,0.25
48,2,3,2,2,2,True,1,True,0.5,True,0.5
49,3,3,2,1,1,True,0.02,True,0.01,True,0.01
50,3,3,2,1,1,True,0.05,True,0.025,True,0.025
51,3,3,2,1,1,True,0.1,True,0.05,True,0.05
52,3,3,2,1,1,True,0.2,True,0.1,True,0.1
53,3,3,2,1,1,True,0.5,True,0.25,True,0.25
54,3,3,2,1,1,True,1,True,0.5,True,0.5
55,3,3,2,1,2,True,0.02,True,0.01,True,0.01
56,3,3,2,1,2,True,0.05,True,0.025,True,0.025
57,3,3,2,1,2,True,0.1,True,0.05,True,0.05
58,3,3,2,1,2,True,0.2,True,0.1,True,0.1
59,3,3,2,1,2,True,0.5,True,0.25,True,0.25
60,3,3,2,1,2,True,1,True,0.5,True,0.5
61,3,3,2,2,1,True,0.02,True,0.01,True,0.01
62,3,3,2,2,1,True,0.05,True,0.025,True,0.025
63,3,3,2,2,1,True,0.1,True,0.05,True,0.05
64,3,3,2,2,1,True,0.2,True,0.1,True,0.1
65,3,3,2,2,1,True,0.5,True,0.25,True,0.25
66,3,3,2,2,1,True,1,True,0.5,True,0.5
67,3,3,2,2,2,True,0.02,True,0.01,True,0.01
68,3,3,2,2,2,True,0.05,True,0.025,True,0.025
69,3,3,2,2,2,True,0.1,True,0.05,True,0.05
70,3,3,2,2,2,True,0.2,True,0.1,True,0.1
71,3,3,2,2,2,True,0.5,True,0.25,True,0.25
72,3,3,2,2,2,True,1,True,0.5,True,0.5
