1,1,1,1,85.22309833490087
2,1,1,1,62.07672702608903
3,1,1,1,42.615560412428536
4,1,1,1,24.538489393280262
5,1,1,1,8.631617317663729
6,1,1,1,2.314315643953684
7,1,1,2,233.3699634832788
8,1,1,2,192.57110321671178
9,1,1,2,154.03113551813126
10,1,1,2,93.25978781325247
11,1,1,2,17.36145599687334
12,1,1,2,15.489253378082813
13,1,2,1,110.98289062793664
14,1,2,1,97.87095613035189
15,1,2,1,89.35113970459373
16,1,2,1,68.93514416631021
17,1,2,1,36.39353542347197
18,1,2,1,21.056309942387216
19,1,2,2,266.48692717606525
20,1,2,2,262.19981368818463
21,1,2,2,236.4817263542398
22,1,2,2,221.23649229726504
23,1,2,2,161.82276386189355
24,1,2,2,109.90745019357264
25,2,1,1,10.358669727736556
26,2,1,1,3.786452743391527
27,2,1,1,1.3303875944319774
28,2,1,1,0.5723239435960693
29,2,1,1,0.13174263043272888
30,2,1,1,0.050549770742335715
31,2,1,2,91.42062019243227
32,2,1,2,51.13717161339175
33,2,1,2,27.16348751364211
34,2,1,2,11.27577820111313
35,2,1,2,2.5019682049395082
36,2,1,2,0.3546667775638045
37,2,2,1,29.10324563162297
38,2,2,1,16.155396532218607
39,2,2,1,8.355538260372716
40,2,2,1,3.550755822875749
41,2,2,1,0.9713585885080039
42,2,2,1,0.36410835270423036
43,2,2,2,158.1191332963926
44,2,2,2,128.82914246630577
45,2,2,2,100.18921228996825
46,2,2,2,68.38380883591923
47,2,2,2,33.248255951785524
48,2,2,2,14.857690982470157
49,3,1,1,46.5071414986501
50,3,1,1,17.23347486616739
51,3,1,1,6.9905356746900456
52,3,1,1,2.4762011128796138
53,3,1,1,0.28357873365736763
54,3,1,1,0.04070853801224579
55,3,1,2,360.23594173733426
56,3,1,2,171.19431647288886
57,3,1,2,68.97647616262925
58,3,1,2,8.151241495297638
59,3,1,2,21.574065851097668
60,3,1,2,21.400378711233166
61,3,2,1,136.6765267935366
62,3,2,1,71.2486558399729
63,3,2,1,38.470041155163564
64,3,2,1,17.421488430714646
65,3,2,1,4.975555564545311
66,3,2,1,1.5748211428407064
67,3,2,2,718.5979828242312
68,3,2,2,555.275707043188
69,3,2,2,406.69254306100413
70,3,2,2,252.71702590695486
